,Channel 1,Channel 2
-9.49394E-08, -9.9715E-02, -8.895E-02
-9.49269E-08, -9.9715E-02, -8.884E-02
-9.49144E-08, -9.9715E-02, -8.879E-02
-9.49019E-08, -9.9689E-02, -8.879E-02
-9.48894E-08, -9.9715E-02, -8.879E-02
-9.48769E-08, -9.9715E-02, -8.879E-02
-9.48644E-08, -9.9715E-02, -8.890E-02
-9.48519E-08, -9.9741E-02, -8.900E-02
-9.48394E-08, -9.9715E-02, -8.911E-02
-9.48269E-08, -9.9741E-02, -8.926E-02
-9.48144E-08, -9.9715E-02, -8.953E-02
-9.48019E-08, -9.9689E-02, -8.979E-02
-9.47894E-08, -9.9715E-02, -8.995E-02
-9.47769E-08, -9.9689E-02, -9.016E-02
-9.47644E-08, -9.9662E-02, -9.053E-02
-9.47519E-08, -9.9689E-02, -9.085E-02
-9.47394E-08, -9.9689E-02, -9.111E-02
-9.47269E-08, -9.9689E-02, -9.143E-02
-9.47144E-08, -9.9662E-02, -9.169E-02
-9.47019E-08, -9.9610E-02, -9.206E-02
-9.46894E-08, -9.9636E-02, -9.227E-02
-9.46769E-08, -9.9557E-02, -9.253E-02
-9.46644E-08, -9.9583E-02, -9.280E-02
-9.46519E-08, -9.9557E-02, -9.311E-02
-9.46394E-08, -9.9557E-02, -9.327E-02
-9.46269E-08, -9.9557E-02, -9.348E-02
-9.46144E-08, -9.9557E-02, -9.364E-02
-9.46019E-08, -9.9557E-02, -9.380E-02
-9.45894E-08, -9.9583E-02, -9.385E-02
-9.45769E-08, -9.9636E-02, -9.385E-02
-9.45644E-08, -9.9636E-02, -9.390E-02
-9.45519E-08, -9.9636E-02, -9.395E-02
-9.45394E-08, -9.9662E-02, -9.395E-02
-9.45269E-08, -9.9715E-02, -9.390E-02
-9.45144E-08, -9.9794E-02, -9.385E-02
-9.45019E-08, -9.9794E-02, -9.380E-02
-9.44894E-08, -9.9899E-02, -9.369E-02
-9.44769E-08, -9.9926E-02, -9.353E-02
-9.44644E-08, -1.00005E-01, -9.337E-02
-9.44519E-08, -1.00084E-01, -9.322E-02
-9.44394E-08, -1.00189E-01, -9.311E-02
-9.44269E-08, -1.00242E-01, -9.306E-02
-9.44144E-08, -1.00321E-01, -9.285E-02
-9.44019E-08, -1.00426E-01, -9.269E-02
-9.43894E-08, -1.00505E-01, -9.253E-02
-9.43769E-08, -1.00558E-01, -9.248E-02
-9.43644E-08, -1.00663E-01, -9.232E-02
-9.43519E-08, -1.00769E-01, -9.222E-02
-9.43394E-08, -1.00874E-01, -9.206E-02
-9.43269E-08, -1.00927E-01, -9.206E-02
-9.43144E-08, -1.00980E-01, -9.195E-02
-9.43019E-08, -1.01111E-01, -9.195E-02
-9.42894E-08, -1.01138E-01, -9.190E-02
-9.42769E-08, -1.01217E-01, -9.190E-02
-9.42644E-08, -1.01296E-01, -9.185E-02
-9.42519E-08, -1.01349E-01, -9.200E-02
-9.42394E-08, -1.01401E-01, -9.200E-02
-9.42269E-08, -1.01454E-01, -9.211E-02
-9.42144E-08, -1.01480E-01, -9.227E-02
-9.42019E-08, -1.01507E-01, -9.232E-02
-9.41894E-08, -1.01559E-01, -9.237E-02
-9.41769E-08, -1.01559E-01, -9.248E-02
-9.41644E-08, -1.01559E-01, -9.258E-02
-9.41519E-08, -1.01586E-01, -9.264E-02
-9.41394E-08, -1.01559E-01, -9.274E-02
-9.41269E-08, -1.01559E-01, -9.285E-02
-9.41144E-08, -1.01612E-01, -9.295E-02
-9.41019E-08, -1.01559E-01, -9.311E-02
-9.40894E-08, -1.01586E-01, -9.327E-02
-9.40769E-08, -1.01559E-01, -9.327E-02
-9.40644E-08, -1.01559E-01, -9.332E-02
-9.40519E-08, -1.01507E-01, -9.353E-02
-9.40394E-08, -1.01480E-01, -9.359E-02
-9.40269E-08, -1.01454E-01, -9.374E-02
-9.40144E-08, -1.01428E-01, -9.374E-02
-9.40019E-08, -1.01349E-01, -9.385E-02
-9.39894E-08, -1.01349E-01, -9.390E-02
-9.39769E-08, -1.01296E-01, -9.390E-02
-9.39644E-08, -1.01269E-01, -9.390E-02
-9.39519E-08, -1.01190E-01, -9.390E-02
-9.39394E-08, -1.01164E-01, -9.390E-02
-9.39269E-08, -1.01190E-01, -9.385E-02
-9.39144E-08, -1.01085E-01, -9.390E-02
-9.39019E-08, -1.01085E-01, -9.385E-02
-9.38894E-08, -1.01032E-01, -9.374E-02
-9.38769E-08, -1.00980E-01, -9.374E-02
-9.38644E-08, -1.00953E-01, -9.359E-02
-9.38519E-08, -1.00927E-01, -9.353E-02
-9.38394E-08, -1.00927E-01, -9.337E-02
-9.38269E-08, -1.00874E-01, -9.327E-02
-9.38144E-08, -1.00848E-01, -9.316E-02
-9.38019E-08, -1.00822E-01, -9.295E-02
-9.37894E-08, -1.00822E-01, -9.285E-02
-9.37769E-08, -1.00822E-01, -9.269E-02
-9.37644E-08, -1.00795E-01, -9.253E-02
-9.37519E-08, -1.00795E-01, -9.222E-02
-9.37394E-08, -1.00795E-01, -9.195E-02
-9.37269E-08, -1.00769E-01, -9.169E-02
-9.37144E-08, -1.00795E-01, -9.148E-02
-9.37019E-08, -1.00795E-01, -9.121E-02
-9.36894E-08, -1.00822E-01, -9.085E-02
-9.36769E-08, -1.00848E-01, -9.058E-02
-9.36644E-08, -1.00848E-01, -9.032E-02
-9.36519E-08, -1.00874E-01, -9.011E-02
-9.36394E-08, -1.00901E-01, -8.969E-02
-9.36269E-08, -1.00901E-01, -8.937E-02
-9.36144E-08, -1.00901E-01, -8.911E-02
-9.36019E-08, -1.00980E-01, -8.879E-02
-9.35894E-08, -1.00953E-01, -8.837E-02
-9.35769E-08, -1.00953E-01, -8.826E-02
-9.35644E-08, -1.00980E-01, -8.784E-02
-9.35519E-08, -1.00953E-01, -8.763E-02
-9.35394E-08, -1.00980E-01, -8.742E-02
-9.35269E-08, -1.00953E-01, -8.710E-02
-9.35144E-08, -1.00927E-01, -8.689E-02
-9.35019E-08, -1.00927E-01, -8.674E-02
-9.34894E-08, -1.00874E-01, -8.663E-02
-9.34769E-08, -1.00795E-01, -8.652E-02
-9.34644E-08, -1.00795E-01, -8.637E-02
-9.34519E-08, -1.00743E-01, -8.637E-02
-9.34394E-08, -1.00690E-01, -8.637E-02
-9.34269E-08, -1.00637E-01, -8.631E-02
-9.34144E-08, -1.00584E-01, -8.631E-02
-9.34019E-08, -1.00505E-01, -8.652E-02
-9.33894E-08, -1.00374E-01, -8.658E-02
-9.33769E-08, -1.00347E-01, -8.679E-02
-9.33644E-08, -1.00216E-01, -8.695E-02
-9.33519E-08, -1.00137E-01, -8.721E-02
-9.33394E-08, -1.00084E-01, -8.742E-02
-9.33269E-08, -9.9978E-02, -8.774E-02
-9.33144E-08, -9.9873E-02, -8.795E-02
-9.33019E-08, -9.9768E-02, -8.832E-02
-9.32894E-08, -9.9689E-02, -8.858E-02
-9.32769E-08, -9.9636E-02, -8.884E-02
-9.32644E-08, -9.9557E-02, -8.926E-02
-9.32519E-08, -9.9504E-02, -8.953E-02
-9.32394E-08, -9.9452E-02, -8.995E-02
-9.32269E-08, -9.9425E-02, -9.021E-02
-9.32144E-08, -9.9373E-02, -9.053E-02
-9.32019E-08, -9.9346E-02, -9.085E-02
-9.31894E-08, -9.9346E-02, -9.116E-02
-9.31769E-08, -9.9320E-02, -9.143E-02
-9.31644E-08, -9.9346E-02, -9.158E-02
-9.31519E-08, -9.9373E-02, -9.185E-02
-9.31394E-08, -9.9373E-02, -9.200E-02
-9.31269E-08, -9.9478E-02, -9.216E-02
-9.31144E-08, -9.9504E-02, -9.232E-02
-9.31019E-08, -9.9557E-02, -9.237E-02
-9.30894E-08, -9.9610E-02, -9.237E-02
-9.30769E-08, -9.9689E-02, -9.243E-02
-9.30644E-08, -9.9794E-02, -9.232E-02
-9.30519E-08, -9.9873E-02, -9.232E-02
-9.30394E-08, -9.9952E-02, -9.227E-02
-9.30269E-08, -1.00031E-01, -9.222E-02
-9.30144E-08, -1.00058E-01, -9.222E-02
-9.30019E-08, -1.00189E-01, -9.222E-02
-9.29894E-08, -1.00268E-01, -9.200E-02
-9.29769E-08, -1.00321E-01, -9.185E-02
-9.29644E-08, -1.00374E-01, -9.179E-02
-9.29519E-08, -1.00453E-01, -9.169E-02
-9.29394E-08, -1.00453E-01, -9.164E-02
-9.29269E-08, -1.00479E-01, -9.153E-02
-9.29144E-08, -1.00532E-01, -9.137E-02
-9.29019E-08, -1.00584E-01, -9.148E-02
-9.28894E-08, -1.00584E-01, -9.132E-02
-9.28769E-08, -1.00584E-01, -9.127E-02
-9.28644E-08, -1.00611E-01, -9.116E-02
-9.28519E-08, -1.00532E-01, -9.127E-02
-9.28394E-08, -1.00532E-01, -9.127E-02
-9.28269E-08, -1.00479E-01, -9.127E-02
-9.28144E-08, -1.00426E-01, -9.132E-02
-9.28019E-08, -1.00453E-01, -9.148E-02
-9.27894E-08, -1.00347E-01, -9.148E-02
-9.27769E-08, -1.00295E-01, -9.164E-02
-9.27644E-08, -1.00242E-01, -9.174E-02
-9.27519E-08, -1.00137E-01, -9.195E-02
-9.27394E-08, -1.00084E-01, -9.206E-02
-9.27269E-08, -1.00084E-01, -9.232E-02
-9.27144E-08, -1.00005E-01, -9.237E-02
-9.27019E-08, -9.9926E-02, -9.258E-02
-9.26894E-08, -9.9899E-02, -9.274E-02
-9.26769E-08, -9.9847E-02, -9.285E-02
-9.26644E-08, -9.9820E-02, -9.301E-02
-9.26519E-08, -9.9794E-02, -9.322E-02
-9.26394E-08, -9.9794E-02, -9.322E-02
-9.26269E-08, -9.9741E-02, -9.343E-02
-9.26144E-08, -9.9741E-02, -9.343E-02
-9.26019E-08, -9.9741E-02, -9.353E-02
-9.25894E-08, -9.9741E-02, -9.343E-02
-9.25769E-08, -9.9741E-02, -9.343E-02
-9.25644E-08, -9.9741E-02, -9.343E-02
-9.25519E-08, -9.9820E-02, -9.337E-02
-9.25394E-08, -9.9820E-02, -9.332E-02
-9.25269E-08, -9.9873E-02, -9.322E-02
-9.25144E-08, -9.9899E-02, -9.311E-02
-9.25019E-08, -9.9978E-02, -9.295E-02
-9.24894E-08, -1.00005E-01, -9.274E-02
-9.24769E-08, -1.00031E-01, -9.253E-02
-9.24644E-08, -1.00110E-01, -9.227E-02
-9.24519E-08, -1.00137E-01, -9.211E-02
-9.24394E-08, -1.00189E-01, -9.190E-02
-9.24269E-08, -1.00216E-01, -9.174E-02
-9.24144E-08, -1.00268E-01, -9.148E-02
-9.24019E-08, -1.00295E-01, -9.127E-02
-9.23894E-08, -1.00347E-01, -9.100E-02
-9.23769E-08, -1.00374E-01, -9.085E-02
-9.23644E-08, -1.00400E-01, -9.058E-02
-9.23519E-08, -1.00426E-01, -9.048E-02
-9.23394E-08, -1.00453E-01, -9.027E-02
-9.23269E-08, -1.00505E-01, -9.011E-02
-9.23144E-08, -1.00505E-01, -9.000E-02
-9.23019E-08, -1.00584E-01, -9.000E-02
-9.22894E-08, -1.00584E-01, -8.990E-02
-9.22769E-08, -1.00611E-01, -8.974E-02
-9.22644E-08, -1.00637E-01, -8.969E-02
-9.22519E-08, -1.00663E-01, -8.974E-02
-9.22394E-08, -1.00690E-01, -8.979E-02
-9.22269E-08, -1.00690E-01, -8.984E-02
-9.22144E-08, -1.00743E-01, -8.984E-02
-9.22019E-08, -1.00716E-01, -8.995E-02
-9.21894E-08, -1.00822E-01, -8.995E-02
-9.21769E-08, -1.00795E-01, -9.011E-02
-9.21644E-08, -1.00822E-01, -9.021E-02
-9.21519E-08, -1.00848E-01, -9.021E-02
-9.21394E-08, -1.00874E-01, -9.042E-02
-9.21269E-08, -1.00901E-01, -9.053E-02
-9.21144E-08, -1.00927E-01, -9.058E-02
-9.21019E-08, -1.00980E-01, -9.069E-02
-9.20894E-08, -1.00927E-01, -9.079E-02
-9.20769E-08, -1.00980E-01, -9.085E-02
-9.20644E-08, -1.00980E-01, -9.085E-02
-9.20519E-08, -1.01006E-01, -9.095E-02
-9.20394E-08, -1.00980E-01, -9.095E-02
-9.20269E-08, -1.00980E-01, -9.106E-02
-9.20144E-08, -1.00953E-01, -9.106E-02
-9.20019E-08, -1.00953E-01, -9.106E-02
-9.19894E-08, -1.00953E-01, -9.095E-02
-9.19769E-08, -1.00927E-01, -9.095E-02
-9.19644E-08, -1.00874E-01, -9.095E-02
-9.19519E-08, -1.00848E-01, -9.095E-02
-9.19394E-08, -1.00822E-01, -9.085E-02
-9.19269E-08, -1.00743E-01, -9.085E-02
-9.19144E-08, -1.00743E-01, -9.069E-02
-9.19019E-08, -1.00637E-01, -9.074E-02
-9.18894E-08, -1.00663E-01, -9.069E-02
-9.18769E-08, -1.00558E-01, -9.069E-02
-9.18644E-08, -1.00532E-01, -9.058E-02
-9.18519E-08, -1.00479E-01, -9.058E-02
-9.18394E-08, -1.00453E-01, -9.053E-02
-9.18269E-08, -1.00374E-01, -9.058E-02
-9.18144E-08, -1.00347E-01, -9.063E-02
-9.18019E-08, -1.00321E-01, -9.063E-02
-9.17894E-08, -1.00295E-01, -9.063E-02
-9.17769E-08, -1.00295E-01, -9.069E-02
-9.17644E-08, -1.00268E-01, -9.069E-02
-9.17519E-08, -1.00242E-01, -9.085E-02
-9.17394E-08, -1.00268E-01, -9.090E-02
-9.17269E-08, -1.00216E-01, -9.095E-02
-9.17144E-08, -1.00268E-01, -9.095E-02
-9.17019E-08, -1.00295E-01, -9.116E-02
-9.16894E-08, -1.00321E-01, -9.116E-02
-9.16769E-08, -1.00321E-01, -9.132E-02
-9.16644E-08, -1.00347E-01, -9.137E-02
-9.16519E-08, -1.00426E-01, -9.148E-02
-9.16394E-08, -1.00479E-01, -9.158E-02
-9.16269E-08, -1.00558E-01, -9.169E-02
-9.16144E-08, -1.00611E-01, -9.179E-02
-9.16019E-08, -1.00663E-01, -9.185E-02
-9.15894E-08, -1.00690E-01, -9.190E-02
-9.15769E-08, -1.00769E-01, -9.190E-02
-9.15644E-08, -1.00822E-01, -9.195E-02
-9.15519E-08, -1.00874E-01, -9.206E-02
-9.15394E-08, -1.00953E-01, -9.200E-02
-9.15269E-08, -1.00980E-01, -9.195E-02
-9.15144E-08, -1.01059E-01, -9.200E-02
-9.15019E-08, -1.01138E-01, -9.200E-02
-9.14894E-08, -1.01138E-01, -9.190E-02
-9.14769E-08, -1.01164E-01, -9.185E-02
-9.14644E-08, -1.01243E-01, -9.185E-02
-9.14519E-08, -1.01243E-01, -9.179E-02
-9.14394E-08, -1.01269E-01, -9.169E-02
-9.14269E-08, -1.01269E-01, -9.164E-02
-9.14144E-08, -1.01296E-01, -9.158E-02
-9.14019E-08, -1.01322E-01, -9.164E-02
-9.13894E-08, -1.01296E-01, -9.148E-02
-9.13769E-08, -1.01296E-01, -9.143E-02
-9.13644E-08, -1.01296E-01, -9.148E-02
-9.13519E-08, -1.01243E-01, -9.137E-02
-9.13394E-08, -1.01269E-01, -9.132E-02
-9.13269E-08, -1.01190E-01, -9.132E-02
-9.13144E-08, -1.01217E-01, -9.121E-02
-9.13019E-08, -1.01190E-01, -9.143E-02
-9.12894E-08, -1.01164E-01, -9.137E-02
-9.12769E-08, -1.01164E-01, -9.132E-02
-9.12644E-08, -1.01164E-01, -9.137E-02
-9.12519E-08, -1.01111E-01, -9.148E-02
-9.12394E-08, -1.01111E-01, -9.153E-02
-9.12269E-08, -1.01032E-01, -9.158E-02
-9.12144E-08, -1.01032E-01, -9.174E-02
-9.12019E-08, -1.00980E-01, -9.179E-02
-9.11894E-08, -1.00927E-01, -9.185E-02
-9.11769E-08, -1.00874E-01, -9.195E-02
-9.11644E-08, -1.00874E-01, -9.206E-02
-9.11519E-08, -1.00795E-01, -9.206E-02
-9.11394E-08, -1.00769E-01, -9.206E-02
-9.11269E-08, -1.00716E-01, -9.232E-02
-9.11144E-08, -1.00690E-01, -9.232E-02
-9.11019E-08, -1.00611E-01, -9.227E-02
-9.10894E-08, -1.00558E-01, -9.232E-02
-9.10769E-08, -1.00479E-01, -9.243E-02
-9.10644E-08, -1.00400E-01, -9.237E-02
-9.10519E-08, -1.00321E-01, -9.248E-02
-9.10394E-08, -1.00242E-01, -9.243E-02
-9.10269E-08, -1.00137E-01, -9.248E-02
-9.10144E-08, -1.00110E-01, -9.253E-02
-9.10019E-08, -1.00005E-01, -9.258E-02
-9.09894E-08, -9.9899E-02, -9.243E-02
-9.09769E-08, -9.9820E-02, -9.248E-02
-9.09644E-08, -9.9741E-02, -9.243E-02
-9.09519E-08, -9.9610E-02, -9.227E-02
-9.09394E-08, -9.9557E-02, -9.227E-02
-9.09269E-08, -9.9478E-02, -9.216E-02
-9.09144E-08, -9.9399E-02, -9.222E-02
-9.09019E-08, -9.9346E-02, -9.216E-02
-9.08894E-08, -9.9241E-02, -9.200E-02
-9.08769E-08, -9.9188E-02, -9.190E-02
-9.08644E-08, -9.9162E-02, -9.195E-02
-9.08519E-08, -9.9083E-02, -9.179E-02
-9.08394E-08, -9.9109E-02, -9.174E-02
-9.08269E-08, -9.9083E-02, -9.164E-02
-9.08144E-08, -9.9056E-02, -9.164E-02
-9.08019E-08, -9.9056E-02, -9.153E-02
-9.07894E-08, -9.9109E-02, -9.143E-02
-9.07769E-08, -9.9109E-02, -9.137E-02
-9.07644E-08, -9.9162E-02, -9.137E-02
-9.07519E-08, -9.9214E-02, -9.121E-02
-9.07394E-08, -9.9267E-02, -9.121E-02
-9.07269E-08, -9.9373E-02, -9.116E-02
-9.07144E-08, -9.9399E-02, -9.106E-02
-9.07019E-08, -9.9557E-02, -9.106E-02
-9.06894E-08, -9.9636E-02, -9.100E-02
-9.06769E-08, -9.9741E-02, -9.090E-02
-9.06644E-08, -9.9847E-02, -9.085E-02
-9.06519E-08, -9.9926E-02, -9.079E-02
-9.06394E-08, -1.00084E-01, -9.079E-02
-9.06269E-08, -1.00189E-01, -9.063E-02
-9.06144E-08, -1.00295E-01, -9.074E-02
-9.06019E-08, -1.00426E-01, -9.069E-02
-9.05894E-08, -1.00505E-01, -9.058E-02
-9.05769E-08, -1.00637E-01, -9.058E-02
-9.05644E-08, -1.00716E-01, -9.058E-02
-9.05519E-08, -1.00822E-01, -9.053E-02
-9.05394E-08, -1.00901E-01, -9.053E-02
-9.05269E-08, -1.00980E-01, -9.048E-02
-9.05144E-08, -1.01059E-01, -9.042E-02
-9.05019E-08, -1.01111E-01, -9.058E-02
-9.04894E-08, -1.01111E-01, -9.048E-02
-9.04769E-08, -1.01190E-01, -9.053E-02
-9.04644E-08, -1.01190E-01, -9.053E-02
-9.04519E-08, -1.01217E-01, -9.048E-02
-9.04394E-08, -1.01190E-01, -9.053E-02
-9.04269E-08, -1.01190E-01, -9.063E-02
-9.04144E-08, -1.01164E-01, -9.069E-02
-9.04019E-08, -1.01138E-01, -9.079E-02
-9.03894E-08, -1.01138E-01, -9.074E-02
-9.03769E-08, -1.01085E-01, -9.090E-02
-9.03644E-08, -1.01032E-01, -9.095E-02
-9.03519E-08, -1.00953E-01, -9.111E-02
-9.03394E-08, -1.00901E-01, -9.111E-02
-9.03269E-08, -1.00848E-01, -9.121E-02
-9.03144E-08, -1.00795E-01, -9.132E-02
-9.03019E-08, -1.00716E-01, -9.148E-02
-9.02894E-08, -1.00637E-01, -9.153E-02
-9.02769E-08, -1.00584E-01, -9.158E-02
-9.02644E-08, -1.00532E-01, -9.174E-02
-9.02519E-08, -1.00479E-01, -9.185E-02
-9.02394E-08, -1.00374E-01, -9.200E-02
-9.02269E-08, -1.00347E-01, -9.206E-02
-9.02144E-08, -1.00268E-01, -9.216E-02
-9.02019E-08, -1.00242E-01, -9.237E-02
-9.01894E-08, -1.00163E-01, -9.243E-02
-9.01769E-08, -1.00110E-01, -9.253E-02
-9.01644E-08, -1.00110E-01, -9.258E-02
-9.01519E-08, -1.00058E-01, -9.258E-02
-9.01394E-08, -1.00031E-01, -9.269E-02
-9.01269E-08, -9.9978E-02, -9.285E-02
-9.01144E-08, -9.9978E-02, -9.285E-02
-9.01019E-08, -9.9952E-02, -9.295E-02
-9.00894E-08, -9.9899E-02, -9.301E-02
-9.00769E-08, -9.9926E-02, -9.306E-02
-9.00644E-08, -9.9899E-02, -9.306E-02
