,Channel 1,Channel 2
Revision:           ,0,0
Type:               ,interpolation,interpolation
Start:              ,0,0
Points:             ,15984,15984
Count:              ,1,1
XDispRange:         ,2.00000E-08,2.00000E-08
XDispOrg:           ,-6.736600000E-09,-6.736600000E-09
XInc:               ,1.2500000E-11,1.2500000E-11
XOrg:               ,-9.6504546018E-08,-9.6504546018E-08
Units:              ,second,second
YDispRange:         ,4.00000E-01,8.00000E-01
YDispOrg:           ,-9.39999986439943E-03,2.30000004172325E-01
YInc:               ,6.586598374270E-06,1.3173196748539E-05
YOrg:               ,-3.57703537474722E-03,2.41645929250506E-01
Units:              ,Volt,Volt
Frame:              ,MSO9404A:MY53310147,MSO9404A:MY53310147
Date:               ,6 JUL 2021,6 JUL 2021
Time:               ,08:34:23,08:34:23
Max Bandwidth:      ,1139000000,1139000000
Min Bandwidth:      ,0,0
Time Tags (Channel 1),Channel 1,Channel 2
-9.65045E-08, -1.06829E-01, -9.353E-02
-9.64920E-08, -1.06776E-01, -9.343E-02
-9.64795E-08, -1.06723E-01, -9.348E-02
-9.64670E-08, -1.06697E-01, -9.343E-02
-9.64545E-08, -1.06670E-01, -9.332E-02
-9.64420E-08, -1.06591E-01, -9.332E-02
-9.64295E-08, -1.06565E-01, -9.337E-02
-9.64170E-08, -1.06618E-01, -9.332E-02
-9.64045E-08, -1.06565E-01, -9.337E-02
-9.63920E-08, -1.06539E-01, -9.332E-02
-9.63795E-08, -1.06512E-01, -9.327E-02
-9.63670E-08, -1.06486E-01, -9.337E-02
-9.63545E-08, -1.06512E-01, -9.332E-02
-9.63420E-08, -1.06512E-01, -9.332E-02
-9.63295E-08, -1.06539E-01, -9.332E-02
-9.63170E-08, -1.06539E-01, -9.343E-02
-9.63045E-08, -1.06512E-01, -9.348E-02
-9.62920E-08, -1.06591E-01, -9.348E-02
-9.62795E-08, -1.06618E-01, -9.348E-02
-9.62670E-08, -1.06618E-01, -9.353E-02
-9.62545E-08, -1.06644E-01, -9.353E-02
-9.62420E-08, -1.06670E-01, -9.364E-02
-9.62295E-08, -1.06723E-01, -9.364E-02
-9.62170E-08, -1.06776E-01, -9.374E-02
-9.62045E-08, -1.06776E-01, -9.385E-02
-9.61920E-08, -1.06776E-01, -9.385E-02
-9.61795E-08, -1.06802E-01, -9.395E-02
-9.61670E-08, -1.06829E-01, -9.401E-02
-9.61545E-08, -1.06829E-01, -9.401E-02
-9.61420E-08, -1.06829E-01, -9.406E-02
-9.61295E-08, -1.06855E-01, -9.417E-02
-9.61170E-08, -1.06855E-01, -9.411E-02
-9.61045E-08, -1.06829E-01, -9.411E-02
-9.60920E-08, -1.06855E-01, -9.427E-02
-9.60795E-08, -1.06802E-01, -9.427E-02
-9.60670E-08, -1.06750E-01, -9.432E-02
-9.60545E-08, -1.06670E-01, -9.438E-02
-9.60420E-08, -1.06750E-01, -9.432E-02
-9.60295E-08, -1.06670E-01, -9.432E-02
-9.60170E-08, -1.06591E-01, -9.427E-02
-9.60045E-08, -1.06512E-01, -9.432E-02
-9.59920E-08, -1.06486E-01, -9.427E-02
-9.59795E-08, -1.06460E-01, -9.427E-02
-9.59670E-08, -1.06433E-01, -9.422E-02
-9.59545E-08, -1.06354E-01, -9.422E-02
-9.59420E-08, -1.06302E-01, -9.422E-02
-9.59295E-08, -1.06275E-01, -9.406E-02
-9.59170E-08, -1.06196E-01, -9.406E-02
-9.59045E-08, -1.06170E-01, -9.401E-02
-9.58920E-08, -1.06144E-01, -9.395E-02
-9.58795E-08, -1.06117E-01, -9.390E-02
-9.58670E-08, -1.06065E-01, -9.385E-02
-9.58545E-08, -1.06144E-01, -9.385E-02
-9.58420E-08, -1.06091E-01, -9.380E-02
-9.58295E-08, -1.06065E-01, -9.374E-02
-9.58170E-08, -1.06144E-01, -9.364E-02
-9.58045E-08, -1.06144E-01, -9.369E-02
-9.57920E-08, -1.06144E-01, -9.359E-02
-9.57795E-08, -1.06170E-01, -9.353E-02
-9.57670E-08, -1.06275E-01, -9.353E-02
-9.57545E-08, -1.06275E-01, -9.353E-02
-9.57420E-08, -1.06381E-01, -9.348E-02
-9.57295E-08, -1.06433E-01, -9.353E-02
-9.57170E-08, -1.06539E-01, -9.353E-02
-9.57045E-08, -1.06565E-01, -9.353E-02
-9.56920E-08, -1.06697E-01, -9.359E-02
-9.56795E-08, -1.06776E-01, -9.364E-02
-9.56670E-08, -1.06855E-01, -9.369E-02
-9.56545E-08, -1.06934E-01, -9.364E-02
-9.56420E-08, -1.07039E-01, -9.364E-02
-9.56295E-08, -1.07171E-01, -9.364E-02
-9.56170E-08, -1.07250E-01, -9.374E-02
-9.56045E-08, -1.07329E-01, -9.374E-02
-9.55920E-08, -1.07408E-01, -9.364E-02
-9.55795E-08, -1.07461E-01, -9.369E-02
-9.55670E-08, -1.07514E-01, -9.364E-02
-9.55545E-08, -1.07593E-01, -9.385E-02
-9.55420E-08, -1.07593E-01, -9.369E-02
-9.55295E-08, -1.07698E-01, -9.364E-02
-9.55170E-08, -1.07724E-01, -9.364E-02
-9.55045E-08, -1.07777E-01, -9.359E-02
-9.54920E-08, -1.07751E-01, -9.359E-02
-9.54795E-08, -1.07751E-01, -9.364E-02
-9.54670E-08, -1.07724E-01, -9.359E-02
-9.54545E-08, -1.07724E-01, -9.353E-02
-9.54420E-08, -1.07724E-01, -9.343E-02
-9.54295E-08, -1.07645E-01, -9.348E-02
-9.54170E-08, -1.07619E-01, -9.343E-02
-9.54045E-08, -1.07593E-01, -9.343E-02
-9.53920E-08, -1.07461E-01, -9.327E-02
-9.53795E-08, -1.07435E-01, -9.337E-02
-9.53670E-08, -1.07382E-01, -9.332E-02
-9.53545E-08, -1.07276E-01, -9.327E-02
-9.53420E-08, -1.07145E-01, -9.327E-02
-9.53295E-08, -1.07066E-01, -9.327E-02
-9.53170E-08, -1.06987E-01, -9.322E-02
-9.53045E-08, -1.06881E-01, -9.322E-02
-9.52920E-08, -1.06776E-01, -9.327E-02
-9.52795E-08, -1.06697E-01, -9.332E-02
-9.52670E-08, -1.06618E-01, -9.332E-02
-9.52545E-08, -1.06539E-01, -9.332E-02
-9.52420E-08, -1.06433E-01, -9.327E-02
-9.52295E-08, -1.06381E-01, -9.332E-02
-9.52170E-08, -1.06328E-01, -9.332E-02
-9.52045E-08, -1.06249E-01, -9.348E-02
-9.51920E-08, -1.06196E-01, -9.348E-02
-9.51795E-08, -1.06117E-01, -9.359E-02
-9.51670E-08, -1.06117E-01, -9.369E-02
-9.51545E-08, -1.06065E-01, -9.380E-02
-9.51420E-08, -1.06038E-01, -9.364E-02
-9.51295E-08, -1.06065E-01, -9.385E-02
-9.51170E-08, -1.06065E-01, -9.390E-02
-9.51045E-08, -1.06065E-01, -9.385E-02
-9.50920E-08, -1.06091E-01, -9.406E-02
-9.50795E-08, -1.06117E-01, -9.401E-02
-9.50670E-08, -1.06196E-01, -9.411E-02
-9.50545E-08, -1.06223E-01, -9.422E-02
-9.50420E-08, -1.06275E-01, -9.417E-02
-9.50295E-08, -1.06328E-01, -9.427E-02
-9.50170E-08, -1.06433E-01, -9.427E-02
-9.50045E-08, -1.06460E-01, -9.443E-02
-9.49920E-08, -1.06565E-01, -9.443E-02
-9.49795E-08, -1.06644E-01, -9.453E-02
-9.49670E-08, -1.06750E-01, -9.459E-02
-9.49545E-08, -1.06802E-01, -9.464E-02
-9.49420E-08, -1.06934E-01, -9.469E-02
-9.49295E-08, -1.07039E-01, -9.480E-02
-9.49170E-08, -1.07092E-01, -9.485E-02
-9.49045E-08, -1.07224E-01, -9.490E-02
